"No.","Time","Source","Destination","Protocol","Length","Info"
"8480","2306.225966","149.154.174.200","192.168.0.78","TLSv1.3","1294","Continuation Data"
"8481","2306.226034","192.168.0.78","149.154.174.200","TCP","66","43562  >  443 [ACK] Seq=12044 Ack=104254 Win=203904 Len=0 TSval=4107595950 TSecr=2771763675"
"8482","2306.239004","192.168.0.78","172.217.173.131","TCP","66","[TCP Keep-Alive] 33910  >  80 [ACK] Seq=428 Ack=702 Win=64128 Len=0 TSval=3626389278 TSecr=1792325107"
"8483","2306.239074","192.168.0.78","172.217.173.131","TCP","66","[TCP Keep-Alive] 33908  >  80 [ACK] Seq=428 Ack=702 Win=64128 Len=0 TSval=3626389278 TSecr=843662406"
"8484","2306.253525","149.154.174.200","192.168.0.78","TCP","66","443  >  43562 [ACK] Seq=104254 Ack=12044 Win=126976 Len=0 TSval=2771763697 TSecr=4107592842"
"8485","2306.266526","149.154.174.200","192.168.0.78","TCP","74","443  >  43576 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1240 SACK_PERM=1 TSval=3332824980 TSecr=4107592851 WS=1024"
"8486","2306.266613","192.168.0.78","149.154.174.200","TCP","66","43576  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=4107595990 TSecr=3332824980"
"8487","2306.274406","192.168.0.78","149.154.174.200","TLSv1.3","767","Client Hello"
"8488","2306.296742","149.154.174.200","192.168.0.78","TCP","74","443  >  43578 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1240 SACK_PERM=1 TSval=3332825027 TSecr=4107593103 WS=1024"
"8489","2306.296840","192.168.0.78","149.154.174.200","TCP","66","43578  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=4107596021 TSecr=3332825027"
"8490","2306.306438","192.168.0.78","149.154.174.200","TLSv1.3","767","Client Hello"
"8491","2306.331541","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"8492","2306.403759","172.217.172.163","192.168.0.78","QUIC","1399","Handshake, DCID=c1d173, SCID=002f3f5a6153a42b"
"8493","2306.404285","192.168.0.78","172.217.172.163","QUIC","127","Handshake, DCID=002f3f5a6153a42b, SCID=c1d173"
"8494","2306.415036","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=68032 Ack=995921 Win=335744 Len=0 TSval=61526382 TSecr=3844794598"
"8495","2306.430489","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"8496","2306.455298","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"8497","2306.455538","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=68032 Ack=998757 Win=334592 Len=0 TSval=61526422 TSecr=3844794992"
"8498","2306.467018","192.168.0.78","192.16.58.8","TCP","66","[TCP Keep-Alive] 50858  >  80 [ACK] Seq=422 Ack=800 Win=64128 Len=0 TSval=1184057241 TSecr=142268932"
"8499","2306.493305","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"8500","2306.501198","142.250.79.78","192.168.0.78","TCP","66","443  >  46822 [ACK] Seq=7292 Ack=822 Win=67840 Len=0 TSval=3821770050 TSecr=4079027177"
"8501","2306.506293","142.250.79.78","192.168.0.78","TLSv1.3","105","Application Data"
"8502","2306.506346","192.168.0.78","142.250.79.78","TCP","66","46822  >  443 [ACK] Seq=822 Ack=7331 Win=64128 Len=0 TSval=4079030230 TSecr=3821770050"
"8503","2306.528682","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"8504","2306.528727","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=68032 Ack=1001593 Win=334592 Len=0 TSval=61526495 TSecr=3844795044"
"8505","2306.607360","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"8506","2306.688763","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data, Application Data, Application Data"
"8507","2306.688853","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=68032 Ack=1004429 Win=334592 Len=0 TSval=61526656 TSecr=3844795252"
"8508","2306.690441","192.168.0.78","172.217.173.133","TLSv1.3","105","Application Data"
"8509","2306.696742","20.201.28.151","192.168.0.78","TCP","74","443  >  33036 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1436 SACK_PERM=1 TSval=1084987351 TSecr=2088019573 WS=1024"
"8510","2306.696855","192.168.0.78","20.201.28.151","TCP","66","33036  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2088022528 TSecr=1084987351"
"8511","2306.711500","192.168.0.78","20.201.28.151","TLSv1.3","583","Client Hello"
"8512","2306.719020","192.168.0.78","192.16.58.8","TCP","66","[TCP Keep-Alive] 50866  >  80 [ACK] Seq=422 Ack=800 Win=64128 Len=0 TSval=1184057493 TSecr=3143655077"
"8513","2306.751050","192.168.0.78","52.27.6.50","TCP","66","[TCP Keep-Alive] 42128  >  443 [ACK] Seq=17297 Ack=3993 Win=64128 Len=0 TSval=1056827741 TSecr=1960580160"
"8514","2306.759379","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"8515","2306.763814","192.168.0.78","172.217.173.133","TCP","1484","35790  >  443 [ACK] Seq=68071 Ack=1005847 Win=335744 Len=1418 TSval=61526731 TSecr=3844795421 [TCP segment of a reassembled PDU]"
"8516","2306.763860","192.168.0.78","172.217.173.133","TLSv1.3","291","Application Data"
"8517","2306.817886","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"8518","2306.857852","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"8519","2306.857980","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=69714 Ack=1008683 Win=334592 Len=0 TSval=61526825 TSecr=3844795430"
"8520","2306.882366","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data, Application Data"
"8521","2306.892822","20.201.28.151","192.168.0.78","TCP","74","443  >  33038 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1436 SACK_PERM=1 TSval=1716357736 TSecr=2088019823 WS=1024"
"8522","2306.892966","192.168.0.78","20.201.28.151","TCP","66","33038  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2088022724 TSecr=1716357736"
"8523","2306.895990","192.168.0.78","20.201.28.151","TLSv1.3","583","Client Hello"
"8524","2306.907624","149.154.174.200","192.168.0.78","TCP","74","[TCP Retransmission] 443  >  43576 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1240 SACK_PERM=1 TSval=3332825986 TSecr=4107592851 WS=1024"
"8525","2306.907720","192.168.0.78","149.154.174.200","TCP","66","[TCP Dup ACK 8486#1] 43576  >  443 [ACK] Seq=702 Ack=1 Win=64256 Len=0 TSval=4107596631 TSecr=3332824980"
"8526","2306.936845","149.154.174.200","192.168.0.78","TCP","74","[TCP Retransmission] 443  >  43576 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1240 SACK_PERM=1 TSval=3332826039 TSecr=4107592851 WS=1024"
"8527","2306.959008","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=69714 Ack=1010101 Win=335744 Len=0 TSval=61526926 TSecr=3844795464"
"8528","2307.011066","192.168.0.78","34.107.221.82","TCP","66","[TCP Keep-Alive] 54700  >  80 [ACK] Seq=299 Ack=303 Win=64128 Len=0 TSval=1732650274 TSecr=2429146150"
"8529","2307.029028","149.154.174.200","192.168.0.78","TLSv1.3","1294","Continuation Data"
"8530","2307.029128","192.168.0.78","149.154.174.200","TCP","66","43562  >  443 [ACK] Seq=12044 Ack=105482 Win=206720 Len=0 TSval=4107596753 TSecr=2771764770"
"8531","2307.038917","192.168.0.78","172.217.172.110","QUIC","1399","Initial, DCID=7ad515d42fa842d0, SCID=caff18, PKN: 5, CRYPTO"
"8532","2307.039389","192.168.0.78","172.217.172.110","QUIC","1399","Initial, DCID=7ad515d42fa842d0, SCID=caff18, PKN: 6, PING, PADDING"
"8533","2307.044875","149.154.174.200","192.168.0.78","TCP","74","[TCP Out-Of-Order] 443  >  43578 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1240 SACK_PERM=1 TSval=3332826050 TSecr=4107593103 WS=1024"
"8534","2307.044967","192.168.0.78","149.154.174.200","TCP","66","[TCP Dup ACK 8489#1] 43578  >  443 [ACK] Seq=702 Ack=1 Win=64256 Len=0 TSval=4107596769 TSecr=3332825027"
"8535","2307.053454","192.16.58.8","192.168.0.78","TCP","66","[TCP Keep-Alive ACK] 80  >  50860 [ACK] Seq=800 Ack=423 Win=67072 Len=0 TSval=4234676162 TSecr=1184021297"
"8536","2307.062429","172.217.173.131","192.168.0.78","TCP","66","[TCP Keep-Alive ACK] 80  >  33910 [ACK] Seq=702 Ack=429 Win=66816 Len=0 TSval=1792341607 TSecr=3626277731"
"8537","2307.159283","172.217.173.131","192.168.0.78","TCP","66","[TCP Keep-Alive ACK] 80  >  33908 [ACK] Seq=702 Ack=429 Win=66816 Len=0 TSval=843679048 TSecr=3626277488"
"8538","2307.239092","172.217.173.133","192.168.0.78","TCP","66","443  >  35790 [ACK] Seq=1010101 Ack=67464 Win=274944 Len=0 TSval=3844795916 TSecr=61524260"
"8539","2307.289163","149.154.174.200","192.168.0.78","TLSv1.3","1294","Continuation Data"
"8540","2307.289231","192.168.0.78","149.154.174.200","TCP","66","43562  >  443 [ACK] Seq=12044 Ack=106710 Win=209664 Len=0 TSval=4107597013 TSecr=2771765092"
"8541","2307.328958","172.217.173.133","192.168.0.78","TCP","66","443  >  35790 [ACK] Seq=1010101 Ack=67741 Win=277760 Len=0 TSval=3844795971 TSecr=61524260"
"8542","2307.340794","172.217.173.133","192.168.0.78","TCP","66","443  >  35790 [ACK] Seq=1010101 Ack=68032 Win=280576 Len=0 TSval=3844795979 TSecr=61524261"
"8543","2307.372449","172.217.172.163","192.168.0.78","QUIC","1399","Handshake, DCID=c1d173, SCID=002f3f5a6153a42b"
"8544","2307.373068","192.168.0.78","172.217.172.163","QUIC","129","Handshake, DCID=002f3f5a6153a42b, SCID=c1d173"
"8545","2307.437620","192.16.58.8","192.168.0.78","TCP","66","[TCP Keep-Alive ACK] 80  >  50858 [ACK] Seq=800 Ack=423 Win=67072 Len=0 TSval=142285828 TSecr=1184022600"
"8546","2307.510156","192.16.58.8","192.168.0.78","TCP","66","[TCP Keep-Alive ACK] 80  >  50866 [ACK] Seq=800 Ack=423 Win=67072 Len=0 TSval=3143671997 TSecr=1184021714"
"8547","2307.532472","149.154.174.200","192.168.0.78","TCP","74","[TCP Out-Of-Order] 443  >  43578 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1240 SACK_PERM=1 TSval=3332826631 TSecr=4107593103 WS=1024"
"8548","2307.590301","149.154.174.200","192.168.0.78","TLSv1.3","1294","Continuation Data"
"8549","2307.590369","192.168.0.78","149.154.174.200","TCP","66","43562  >  443 [ACK] Seq=12044 Ack=107938 Win=212480 Len=0 TSval=4107597314 TSecr=2771765393"
"8550","2307.655720","172.217.172.110","192.168.0.78","QUIC","1399","Initial, DCID=caff18, SCID=7ad515d42fa842d0, PKN: 1, ACK, CRYPTO, PADDING"
"8551","2307.658767","192.168.0.78","172.217.172.110","QUIC","1399","Initial, DCID=7ad515d42fa842d0, SCID=caff18, PKN: 7, ACK"
"8552","2307.685080","20.201.28.151","192.168.0.78","TCP","74","[TCP Out-Of-Order] 443  >  33036 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1436 SACK_PERM=1 TSval=1084988315 TSecr=2088019573 WS=1024"
"8553","2307.685160","192.168.0.78","20.201.28.151","TCP","66","[TCP Dup ACK 8510#1] 33036  >  443 [ACK] Seq=518 Ack=1 Win=64256 Len=0 TSval=2088023516 TSecr=1084987351"
"8554","2307.712657","149.154.174.200","192.168.0.78","TLSv1.3","1294","Continuation Data"
"8555","2307.712723","192.168.0.78","149.154.174.200","TCP","66","43562  >  443 [ACK] Seq=12044 Ack=109166 Win=215424 Len=0 TSval=4107597436 TSecr=2771765421"
"8556","2307.778215","149.154.174.200","192.168.0.78","TLSv1.3","1294","Continuation Data"
"8557","2307.778312","192.168.0.78","149.154.174.200","TCP","66","43562  >  443 [ACK] Seq=12044 Ack=110394 Win=218368 Len=0 TSval=4107597502 TSecr=2771765421"
"8558","2307.834123","172.217.172.110","192.168.0.78","QUIC","1399","Handshake, DCID=caff18, SCID=7ad515d42fa842d0"
"8559","2307.835221","192.168.0.78","172.217.172.110","QUIC","84","Handshake, DCID=7ad515d42fa842d0, SCID=caff18"
"8560","2307.859667","172.217.172.110","192.168.0.78","QUIC","1399","Handshake, DCID=caff18, SCID=7ad515d42fa842d0"
"8561","2307.860475","192.168.0.78","172.217.172.110","QUIC","84","Handshake, DCID=7ad515d42fa842d0, SCID=caff18"
"8562","2307.902453","172.217.172.110","192.168.0.78","QUIC","1399","Handshake, DCID=caff18, SCID=7ad515d42fa842d0"
"8563","2307.903101","192.168.0.78","172.217.172.110","QUIC","84","Handshake, DCID=7ad515d42fa842d0, SCID=caff18"
"8564","2307.937942","172.217.172.110","192.168.0.78","QUIC","1399","Handshake, DCID=caff18, SCID=7ad515d42fa842d0"
"8565","2307.938723","192.168.0.78","172.217.172.110","QUIC","84","Handshake, DCID=7ad515d42fa842d0, SCID=caff18"
"8566","2307.967050","192.168.0.78","172.217.172.110","TCP","74","[TCP Retransmission] 34858  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1731677108 TSecr=0 WS=128"
"8567","2307.967200","192.168.0.78","172.217.172.110","TCP","74","[TCP Retransmission] 34860  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1731677108 TSecr=0 WS=128"
"8568","2308.017368","149.154.174.200","192.168.0.78","TLSv1.3","1294","Continuation Data"
"8569","2308.017463","192.168.0.78","149.154.174.200","TCP","66","43562  >  443 [ACK] Seq=12044 Ack=111622 Win=221184 Len=0 TSval=4107597741 TSecr=2771765444"
"8570","2308.058453","192.168.0.47","239.255.255.250","SSDP","162","M-SEARCH * HTTP/1.1 "
"8571","2308.060217","192.168.0.47","239.255.255.250","SSDP","162","M-SEARCH * HTTP/1.1 "
"8572","2308.062009","192.168.0.47","239.255.255.250","SSDP","162","M-SEARCH * HTTP/1.1 "
"8573","2308.063803","192.168.0.47","239.255.255.250","SSDP","162","M-SEARCH * HTTP/1.1 "
"8574","2308.065650","192.168.0.47","239.255.255.250","SSDP","162","M-SEARCH * HTTP/1.1 "
"8575","2308.076648","149.154.174.200","192.168.0.78","TLSv1.3","1294","Continuation Data"
"8576","2308.076746","192.168.0.78","149.154.174.200","TCP","66","43562  >  443 [ACK] Seq=12044 Ack=112850 Win=224128 Len=0 TSval=4107597800 TSecr=2771765474"
"8577","2308.100926","172.217.172.110","192.168.0.78","TCP","74","443  >  34858 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1430 SACK_PERM=1 TSval=2060375324 TSecr=1731674078 WS=256"
"8578","2308.101049","192.168.0.78","172.217.172.110","TCP","66","34858  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1731677242 TSecr=2060375324"
"8579","2308.110344","192.168.0.78","172.217.172.110","TLSv1.3","583","Client Hello"
"8580","2308.120679","172.217.172.110","192.168.0.78","TCP","74","443  >  34860 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1430 SACK_PERM=1 TSval=3645492723 TSecr=1731674078 WS=256"
"8581","2308.120824","192.168.0.78","172.217.172.110","TCP","66","34860  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1731677261 TSecr=3645492723"
"8582","2308.129312","172.217.172.110","192.168.0.78","TCP","74","443  >  34862 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1430 SACK_PERM=1 TSval=3645492753 TSecr=1731674326 WS=256"
"8583","2308.129410","192.168.0.78","172.217.172.110","TCP","66","34862  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1731677270 TSecr=3645492753"
"8584","2308.132219","192.168.0.78","172.217.172.110","TLSv1.3","583","Client Hello"
"8585","2308.141790","192.168.0.78","172.217.172.110","TLSv1.3","583","Client Hello"
"8586","2308.146690","172.217.172.110","192.168.0.78","TCP","74","443  >  34864 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1430 SACK_PERM=1 TSval=1008464900 TSecr=1731674327 WS=256"
"8587","2308.146826","192.168.0.78","172.217.172.110","TCP","66","34864  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1731677288 TSecr=1008464900"
"8588","2308.152725","20.201.28.151","192.168.0.78","TCP","74","[TCP Out-Of-Order] 443  >  33038 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1436 SACK_PERM=1 TSval=1716358670 TSecr=2088019823 WS=1024"
"8589","2308.152792","192.168.0.78","20.201.28.151","TCP","66","[TCP Dup ACK 8522#1] 33038  >  443 [ACK] Seq=518 Ack=1 Win=64256 Len=0 TSval=2088023983 TSecr=1716357736"
"8590","2308.158829","192.168.0.78","172.217.172.110","TLSv1.3","583","Client Hello"
"8591","2308.159833","172.217.173.131","192.168.0.78","TCP","66","[TCP Keep-Alive ACK] 80  >  33908 [ACK] Seq=702 Ack=429 Win=66816 Len=0 TSval=843679706 TSecr=3626277488"
"8592","2308.167411","172.217.173.131","192.168.0.78","TCP","66","[TCP Keep-Alive ACK] 80  >  33910 [ACK] Seq=702 Ack=429 Win=66816 Len=0 TSval=1792342443 TSecr=3626277731"
"8593","2308.196943","172.217.172.110","192.168.0.78","QUIC","1399","Handshake, DCID=caff18, SCID=7ad515d42fa842d0"
"8594","2308.200702","192.168.0.78","172.217.172.110","QUIC","85","Handshake, DCID=7ad515d42fa842d0, SCID=caff18"
"8595","2308.215789","172.217.172.110","192.168.0.78","QUIC","210","Protected Payload (KP0), DCID=caff18"
"8596","2308.225976","192.168.0.78","172.217.172.110","QUIC","195","Protected Payload (KP0), DCID=7ad515d42fa842d0"
"8597","2308.229318","192.168.0.78","172.217.172.110","QUIC","1399","Protected Payload (KP0), DCID=7ad515d42fa842d0"
"8598","2308.233851","192.168.0.78","172.217.172.110","QUIC","1399","Protected Payload (KP0), DCID=7ad515d42fa842d0"
"8599","2308.242733","172.217.172.110","192.168.0.78","QUIC","1399","Handshake, DCID=caff18, SCID=7ad515d42fa842d0"
"8600","2308.243257","192.168.0.78","172.217.172.110","QUIC","86","Handshake, DCID=7ad515d42fa842d0, SCID=caff18"
"8601","2308.279171","172.217.172.110","192.168.0.78","QUIC","1399","Handshake, DCID=caff18, SCID=7ad515d42fa842d0"
"8602","2308.279902","192.168.0.78","172.217.172.110","QUIC","88","Handshake, DCID=7ad515d42fa842d0, SCID=caff18"
"8603","2308.291036","192.168.0.78","172.217.173.131","TCP","66","[TCP Keep-Alive] 33920  >  80 [ACK] Seq=1273 Ack=2105 Win=64128 Len=0 TSval=3626391330 TSecr=3776646022"
"8604","2308.366996","192.168.0.78","172.217.172.110","QUIC","186","Protected Payload (KP0), DCID=7ad515d42fa842d0"
"8605","2308.479880","172.217.172.110","192.168.0.78","QUIC","1399","Handshake, DCID=caff18, SCID=7ad515d42fa842d0"
"8606","2308.480183","192.168.0.78","172.217.172.110","QUIC","129","Handshake, DCID=7ad515d42fa842d0, SCID=caff18"
"8607","2308.531402","172.217.172.163","192.168.0.78","QUIC","121","Protected Payload (KP0), DCID=c1d173"
"8608","2308.531878","192.168.0.78","172.217.172.163","QUIC","75","Protected Payload (KP0), DCID=002f3f5a6153a42b"
"8609","2308.553060","149.154.174.200","192.168.0.78","TLSv1.3","1294","Continuation Data"
"8610","2308.553117","192.168.0.78","149.154.174.200","TCP","66","43562  >  443 [ACK] Seq=12044 Ack=114078 Win=227072 Len=0 TSval=4107598277 TSecr=2771766360"
"8611","2308.591127","172.217.172.110","192.168.0.78","QUIC","1399","Handshake, DCID=caff18, SCID=7ad515d42fa842d0"
"8612","2308.591465","192.168.0.78","172.217.172.110","QUIC","131","Handshake, DCID=7ad515d42fa842d0, SCID=caff18"
"8613","2308.628168","149.154.174.200","192.168.0.78","TLSv1.3","1294","Continuation Data"
"8614","2308.628236","192.168.0.78","149.154.174.200","TCP","66","43562  >  443 [ACK] Seq=12044 Ack=115306 Win=229888 Len=0 TSval=4107598352 TSecr=2771766376"
"8615","2308.655599","149.154.174.200","192.168.0.78","TLSv1.3","1294","Continuation Data"
"8616","2308.655666","192.168.0.78","149.154.174.200","TCP","66","43562  >  443 [ACK] Seq=12044 Ack=116534 Win=230272 Len=0 TSval=4107598379 TSecr=2771766394"
"8617","2308.661705","20.201.28.151","192.168.0.78","TCP","74","[TCP Retransmission] 443  >  33036 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1436 SACK_PERM=1 TSval=1084989316 TSecr=2088019573 WS=1024"
"8618","2308.661768","192.168.0.78","20.201.28.151","TCP","66","[TCP Dup ACK 8510#2] 33036  >  443 [ACK] Seq=518 Ack=1 Win=64256 Len=0 TSval=2088024492 TSecr=1084987351"
"8619","2308.684571","172.217.172.110","192.168.0.78","QUIC","1399","Handshake, DCID=caff18, SCID=7ad515d42fa842d0"
"8620","2308.684987","192.168.0.78","172.217.172.110","QUIC","133","Handshake, DCID=7ad515d42fa842d0, SCID=caff18"
"8621","2308.689094","172.217.172.110","192.168.0.78","TCP","74","[TCP Retransmission] 443  >  34860 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1430 SACK_PERM=1 TSval=3645493732 TSecr=1731674078 WS=256"
"8622","2308.689178","192.168.0.78","172.217.172.110","TCP","66","[TCP Dup ACK 8581#1] 34860  >  443 [ACK] Seq=518 Ack=1 Win=64256 Len=0 TSval=1731677830 TSecr=3645492723"
"8623","2308.698506","172.217.172.110","192.168.0.78","TCP","74","[TCP Retransmission] 443  >  34858 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1430 SACK_PERM=1 TSval=2060376345 TSecr=1731674078 WS=256"
"8624","2308.698589","192.168.0.78","172.217.172.110","TCP","66","[TCP Dup ACK 8578#1] 34858  >  443 [ACK] Seq=518 Ack=1 Win=64256 Len=0 TSval=1731677839 TSecr=2060375324"
"8625","2308.702917","172.217.172.110","192.168.0.78","TCP","74","[TCP Out-Of-Order] 443  >  34864 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1430 SACK_PERM=1 TSval=1008465910 TSecr=1731674327 WS=256"
"8626","2308.703007","192.168.0.78","172.217.172.110","TCP","66","[TCP Dup ACK 8587#1] 34864  >  443 [ACK] Seq=518 Ack=1 Win=64256 Len=0 TSval=1731677844 TSecr=1008464900"
"8627","2308.731472","172.217.172.110","192.168.0.78","TCP","74","[TCP Out-Of-Order] 443  >  34862 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1430 SACK_PERM=1 TSval=3645493796 TSecr=1731674326 WS=256"
"8628","2308.731507","192.168.0.78","172.217.172.110","TCP","66","[TCP Dup ACK 8583#1] 34862  >  443 [ACK] Seq=518 Ack=1 Win=64256 Len=0 TSval=1731677872 TSecr=3645492753"
"8629","2308.739973","20.201.28.151","192.168.0.78","TCP","74","[TCP Out-Of-Order] 443  >  33038 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1436 SACK_PERM=1 TSval=1716359693 TSecr=2088019823 WS=1024"
"8630","2308.740040","192.168.0.78","20.201.28.151","TCP","66","[TCP Dup ACK 8522#2] 33038  >  443 [ACK] Seq=518 Ack=1 Win=64256 Len=0 TSval=2088024571 TSecr=1716357736"
"8631","2308.743956","172.217.172.110","192.168.0.78","TCP","74","[TCP Retransmission] 443  >  34860 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1430 SACK_PERM=1 TSval=3645493803 TSecr=1731674078 WS=256"
"8632","2308.757645","172.217.172.110","192.168.0.78","TCP","74","[TCP Retransmission] 443  >  34858 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1430 SACK_PERM=1 TSval=2060376410 TSecr=1731674078 WS=256"
"8633","2309.007871","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"8634","2309.155011","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=69714 Ack=1011519 Win=335744 Len=0 TSval=61529122 TSecr=3844797490"
"8635","2309.246124","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"8636","2309.299948","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data, Application Data, Application Data, Application Data"
"8637","2309.300132","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=69714 Ack=1014355 Win=334592 Len=0 TSval=61529267 TSecr=3844797499"
"8638","2309.324341","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"8639","2309.390461","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"8640","2309.390523","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=69714 Ack=1017191 Win=334592 Len=0 TSval=61529357 TSecr=3844797533"
"8641","2309.431833","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data, Application Data"
"8642","2309.498992","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data, Application Data"
"8643","2309.499053","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=69714 Ack=1020027 Win=334592 Len=0 TSval=61529466 TSecr=3844797567"
"8644","2309.550805","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data, Application Data"
"8645","2309.617229","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"8646","2309.617307","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=69714 Ack=1022863 Win=334592 Len=0 TSval=61529584 TSecr=3844797602"
"8647","2309.632379","149.154.174.200","192.168.0.78","TCP","74","[TCP Retransmission] 443  >  43576 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1240 SACK_PERM=1 TSval=3332828066 TSecr=4107592851 WS=1024"
"8648","2309.632457","192.168.0.78","149.154.174.200","TCP","66","[TCP Dup ACK 8486#2] 43576  >  443 [ACK] Seq=702 Ack=1 Win=64256 Len=0 TSval=4107599356 TSecr=3332824980"
"8649","2309.686008","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"8650","2309.714290","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data, Application Data"
"8651","2309.714365","192.168.0.78","172.217.173.133","TCP","66","35790  >  443 [ACK] Seq=69714 Ack=1025699 Win=334592 Len=0 TSval=61529681 TSecr=3844797636"
"8652","2309.757492","149.154.174.200","192.168.0.78","TLSv1.3","1294","Continuation Data"
"8653","2309.782205","172.217.173.133","192.168.0.78","TLSv1.3","1484","Application Data [TCP segment of a reassembled PDU]"
"8654","2309.790401","192.168.0.78","172.217.173.131","TCP","66","33908  >  80 [FIN, ACK] Seq=429 Ack=702 Win=64128 Len=0 TSval=3626392829 TSecr=843679706"
"8655","2309.790501","192.168.0.78","172.217.173.131","TCP","66","33910  >  80 [FIN, ACK] Seq=429 Ack=702 Win=64128 Len=0 TSval=3626392829 TSecr=1792342443"
